,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
958,6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,7,"This is wonderfully complex and aromatic, with scents ranging from baking spices and savory beef to mixed berries. That swirl of seeming contradictions continues on the palate, backed by luxurious, supple tannins that linger softly on the finish. Drink now–2025."
966,9.0,0.38,0.41,2.4,0.10300000000000001,6.0,10.0,0.9960399999999999,3.13,0.58,11.9,7,"Truffle, leather, forest floor, pipe tobacco and purple flower aromas all come together in this young, balanced Brunello. The palate is taut and chewy, with a nervous tension that offsets its juicy Marasca cherry, raspberry, licorice and clove flavors. Its fresh acidity and polished tannins promise good aging potential. Drink 2020–2032."
972,10.1,0.38,0.5,2.4,0.10400000000000001,6.0,13.0,0.9964299999999999,3.22,0.65,11.6,7,"This is a wine with great balance and elegance as well as richness. With layers of fine dusty tannins it has a warm character that is repeated in the perfumed fruit and juicy acidity. The wine is impressive, likely to age well. Drink from 2024."
974,8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.9965799999999999,3.3,0.62,12.1,7,"Azelia's San Rocco Barolo is a stupendous wine with impressive intensity and generous aromas of wild berries, licorice, white truffle, menthol, spice, tar and leather. The tannins are firm and polished and the wine fades slowly leaving a pretty vanilla aftertaste. Hold until 2018. A Marc de Grazia selection; various American importers."
978,7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,7,"Mint aromas hint at the wood, but more important is the massive Merlot fruit that is an essential element in the blend. The result is a wine that blends richness and power with an initially severe character. Slowly it opens to reveal opulent blackberry jam flavors, immensely ripe."
986,9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,11.4,7,"94-96 Barrel sample. Elegance and fruit are the hallmarks at Latour in 2008. The tannins are present, but subdued. The balance is what is impressive, with tight ripe fruits, nothing over-stated."
996,5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.9937799999999999,3.71,0.63,12.8,7,"Shows a slightly lifted, peppery character on the nose, but also plenty of toasty oak and bold fruit. Loads of blackberries, blueberries and chocolate cascade over the palate, accented with enough spice and warmth to leave a fleeting impression of fruitcake. Lush and long on the finish. Drink now–2020 or beyond."
997,5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.9937799999999999,3.71,0.63,12.8,7,"One look, one whiff, one taste and you're swooning. This mature, tawny, ready-to-drink gran reserva with aromas of lemon peel, cedar and dried cherry is the epitome of elegance. A juicy, supple palate is highly approachable, while flavors of vanilla, orange peel, saffron and dried plum don't waver on the finish. Drink through 2027."
1000,7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,11.5,7,"The producer sources from two blocks of the vineyard for this wine—one at a high elevation, which contributes bright acidity. Crunchy cranberry, pomegranate and orange peel flavors surround silky, succulent layers of texture that present as fleshy fruit. That delicately lush flavor has considerable length."
1001,9.9,0.35,0.38,1.5,0.057999999999999996,31.0,47.0,0.9967600000000001,3.26,0.82,10.6,7,"Disgorged in 2009, this is a toasty wine, rich and concentrated. The idea of long aging before disgorging the yeast cells is to build up the unique complexity of the wine. In this Bollinger has succeeded magnificently. An opulent wine, with aging potential for 10 years or more."
1002,9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,7,"Musky, heady notes of ripeness move within the pear scent of this serious Federspiel. Their richness is countered by grapefruit peel that gives verve and nerve to the entire wine, corsetting its ripeness with delicious citric acidity. There is a phenolic dimension, too, but that fizzling citrus freshness is just so much fun. This will stay fresh and exciting for a long time. Drink from 2016."
1003,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7,"Made from grapes sourced from a biodynamically farmed vineyard, this wine puts on an almost-magical display of flower and citrus scents. Deep and concentrated, this has harmonious and potent flavors, and it is amazing how the delicate floral aspect cuts across the juicy, citrusy taste."
1005,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7,"You cannot not love this wine: layered and intense with extraordinary integrity of fruit, it offers supple flavors of dark fruit, spice, tobacco and chocolate. It's dense, succulent and penetrating with polished tannins and long persistency. The palate becomes coated with opulence and richness: 5% Barbera is added. Drink 2015–2030."
1006,9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,7,"This Grenache leaps into another dimension, with more concentration, earth, umami and salinity than ever before, yet it retains its elegance thanks to a crisp finish of raspberry and rock flavors. Reminiscent in a way to high-altitude Argentine Malbec, this will cellar well for a decade or more."
1007,9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,11.7,7,This is a rich and complex wine that shows spiced pear and a tense structure. It is very aromatic and fresh while also rich and concentrated. A powerful statement of the fruit and minerality of the Wachau and definitely for long-term aging. Don't drink before 2016.
1008,8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7,12.0,7,"Almost black in color. Flavors are of blackberry, cassis, Provençal herbs; the 100% new oak adds rich toast and char notes. Tannins are brilliant, dense and fluffy. Grown at the base of Howell Mountain, this is classic mountain Cab, beautiful now, fleshy and fat, but with a 20-year lifespan."
1010,8.9,0.28,0.45,1.7,0.067,7.0,12.0,0.99354,3.25,0.55,12.3,7,"I far prefer this to the 30th Anniversary bottling. Complete, wholesome, healthy, very delicious. Smoky, ashy nose, cherry vanilla, char. Sweet cherry-mocha flavors, soft, velvety mouthfeel. Combines power with delicacy. Very fine. Now-2012 and beyond."
1016,8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.9948600000000001,3.27,0.75,12.6,7,"A gold-colored wine. The palate has intense freshness as well as ripe apricot and orange zest flavors. The acidity cuts through the intense richness, leaving a wine that needs time to fully integrate, and then many more years to mature."
1024,7.7,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,0.9956799999999999,3.32,0.56,10.5,7,"Dark as night, and dominated by meaty plum and beef jerky aromas. The palate is huge, with pure fruit, tannin and chocolate pooling at the finish. A new classic in every sense, with stellar balance and complexity. Less than 400 cases made. Imported by Tempranillo, Inc."
1029,7.7,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,0.9956799999999999,3.32,0.56,10.5,7,"Among McCrea's Rhône-inspired white wines, this is the most complete and complex. It's rich and dense, with honeycomb, lychee, lemon rind, pineapple and lots of stone—lovely and lingering. It seems to gain strength as it rolls through a sensational finish."
1030,7.1,0.59,0.0,2.1,0.091,9.0,14.0,0.9948799999999999,3.42,0.55,11.5,7,"This Cabernet takes its place among Napa's top tier. Bone dry and nobly structured, it shows firm tannins and bracing acidity, framing classic blackberry and currant flavors. Should come into its own after 2015."
1031,7.3,0.55,0.01,1.8,0.09300000000000001,9.0,15.0,0.9951399999999999,3.35,0.58,11.0,7,This is a rich and complex wine that shows spiced pear and a tense structure. It is very aromatic and fresh while also rich and concentrated. A powerful statement of the fruit and minerality of the Wachau and definitely for long-term aging. Don't drink before 2016.
1035,10.1,0.37,0.34,2.4,0.085,5.0,17.0,0.9968299999999999,3.17,0.65,10.6,7,"It's easy to get ripe fruit in California and then plaster it in oak, but what's so difficult to achieve is the crisp, minerally structure this wine displays. It's rich in pineapple cream, Key lime pie, Meyer lemon sorbet, golden mango and vanilla oak flavors, but achieves balanced elegance with crisp acidity and a wonderful stony purity. Only 349 cases produced."
1036,7.6,0.31,0.34,2.5,0.08199999999999999,26.0,35.0,0.99356,3.22,0.59,12.5,7,"With its perfumed aromas, this is a wine that has richness and sweetness, with soft velvet power. It has an intense wood element that needs to blend into the rest of the wine, but the sweet black currant and freshness provide a good balance. This is a seductive wine, with a fine solid character."
1038,8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,7,"94-96 Barrel sample. Dominated by firm tannins, dark texture, black berry and currant fruits. A powerful wine that shows an immense dry core."
1043,9.5,0.39,0.41,8.9,0.069,18.0,39.0,0.99859,3.29,0.81,10.9,7,"A blockbuster wine with finely tuned renderings of coffee, tobacco, spice and leather, Oreno requires a rare steak cooked on a mesquite grill or something similarly big and bold. In the mouth, this Sangiovese-Merlot-Cabernet blend delivers loads of spice that leaves a lasting impression thanks its firm tannins. Drink after 2010."
1053,8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,12.7,7,"94-96 Barrel sample. A fine, dry, complete wine, with all the elements in place. It is dense, with black chocolate opulence, but underlying is very pure acidity and dark plum fruit flavors."
1056,8.9,0.48,0.53,4.0,0.10099999999999999,3.0,10.0,0.9958600000000001,3.21,0.59,12.1,7,"This supremely elegant and age-worthy Sassicaia opens with an intense bouquet of black cherry, Mediterranean herbs, blue flower, cedar and leather aromas. Powerful but graceful, the palate delivers a vibrant core of black cherry accented with white pepper, mineral and balsamic notes alongside youthful but polished tannins and vibrant acidity. It's not as exuberant as some of its counterparts, but it may outlive all the other Bolgheri 2010s. Drink 2018–2040."
1058,9.9,0.53,0.57,2.4,0.09300000000000001,30.0,52.0,0.9971,3.19,0.76,11.6,7,"Still very young, this is showing the proper staying power of a powerful wine. The structure is complex and dense, the plum and cranberry fruits are wrapped in tannins and hints of wood. The wine powers through the palate, promising long-term aging. A great success for the vintage."
1059,8.9,0.48,0.53,4.0,0.10099999999999999,3.0,10.0,0.9958600000000001,3.21,0.59,12.1,7,"94-96 Barrel sample. Elegance and fruit are the hallmarks at Latour in 2008. The tannins are present, but subdued. The balance is what is impressive, with tight ripe fruits, nothing over-stated."
1066,6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.9935799999999999,3.4,0.72,12.5,7,"This includes grapes from Block One (the 1972 planting) and several other more recent plantings at Champoux; essentially this is pure Cabernet Sauvignon. It smells like a fine Bordeaux, still very young and tight, with well-defined layers of flavor. Black cherry, cassis, lead pencil, smoke and baking spices are tightly stacked and particularly apparent in the aromas. Give this one a decade or more in the cellar; if you are drinking now, decant for at least two hours."
1067,11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,7,"This wine takes you on a trip to an outer wine world where deep, cushioned berry aromas come with exotic perfumes, bath oils and crushed flower petals. It's ultrasaturated and jammy, but not clunky or heavy. This tastes like a storm of blackberry, espresso and Swiss chocolate, while black spices and length bring up the rear. A blend of 50% Malbec, 40% Cabernet Sauvignon and 10% Cab Franc; drink now–2017."
1068,11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,7,"This wine is perfumed with gorgeous fruit that contrasts with the strict minerality. The tannins under the fruit are severe, solid, dark and promising enormous potential. Concentrated even while it celebrates great fruit, it is going to last for many years. Drink from 2023."
1070,9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,11.1,7,"With its strongly mineral-textured base, this is a complex, impressive wine. It has fruit weight with lychees, mangos and spiced pears along with acidity that gives the wine just the lift it needs. Power and style go hand-in-hand in this wine. Drink from 2019."
